features,class
"[-5.8193353e+02  9.9239166e+01  8.1982231e+00  2.7335571e+01
  2.5114521e+01  1.6258095e+01 -1.7903200e+01  3.9378431e+00
 -3.6750762e+00  1.2586658e+01  5.2185011e+00 -4.1606250e+00
 -1.6111528e+01  8.1408834e+00  3.7317345e+00  2.1358520e-01
 -1.1406728e+01  7.4752545e+00  1.2984256e+01  3.2852869e+00
 -1.0397763e+01  1.8621898e+00  4.2811065e+00 -3.3201263e+00
 -4.4591742e+00  2.8135023e+00 -3.5105798e+00 -3.4062486e+00
 -7.2182741e+00 -5.2585505e-02  4.8519769e+00  7.0005679e-01
 -1.7173491e-01  2.9820526e+00 -4.4878575e-01 -1.2426450e+00
 -1.0166750e+00  3.0824072e+00 -5.1409930e-01  8.3745487e-02]",Jovin
"[-5.07694305e+02  9.08833542e+01  2.87639999e+01  3.07817802e+01
  3.32862396e+01  2.37282639e+01 -8.87446976e+00 -1.55575285e+01
 -1.43380346e+01 -2.00483632e+00 -9.59218979e+00 -9.96920204e+00
 -1.63348312e+01 -6.25899506e+00  1.07526913e+01  5.54180956e+00
 -1.70739899e+01  9.52505016e+00  1.39880714e+01 -3.87671113e+00
 -1.23057556e+01  7.79718065e+00  4.31080675e+00 -3.98883224e+00
 -6.01723814e+00  1.84924936e+00  7.31868744e+00  2.99509615e-01
 -7.78513670e+00  1.53948677e+00  4.68577623e+00 -2.78999233e+00
  4.96965027e+00  4.25586748e+00 -1.05996430e+00  3.81478047e+00
  2.07615185e+00  1.03213608e+00  3.27726126e+00  1.54341266e-01]",Jovin
"[-4.97291779e+02  1.31785477e+02 -2.62749043e+01  3.83315730e+00
  2.37554035e+01  1.61198318e+00 -6.56173563e+00  3.25122905e+00
 -2.43975925e+00  1.75427265e+01  8.47776031e+00 -9.31438637e+00
 -5.88175249e+00 -5.78788280e+00  3.38632798e+00 -9.39111710e+00
 -1.67352695e+01  4.36528921e+00  6.56227827e+00  8.20125961e+00
 -7.77050781e+00  4.65602541e+00 -4.00971651e+00 -4.58671665e+00
 -2.97514582e+00 -4.48717594e+00 -4.10576296e+00 -8.08142662e+00
 -1.18120365e+01 -1.18943453e+00 -1.00368035e+00 -3.73262429e+00
  9.90518257e-02 -3.94850898e+00  1.95609701e+00 -2.77236104e+00
  1.84429538e+00  5.04704189e+00  2.66395473e+00  3.67505717e+00]",Jovin
"[-5.0243085e+02  7.3236542e+01  3.6460800e+01  1.0307354e+01
  6.8961749e+00  1.6787518e+01  4.5065217e+00 -5.1512003e+00
 -8.9682770e+00  3.6436584e+00 -1.4549708e+00 -3.8937638e+00
 -1.3359031e+01  4.1911826e+00 -1.0723809e+00 -3.0567291e+00
 -7.1799517e+00  4.6319089e+00  4.1627088e+00  2.0064940e+00
 -4.9803228e+00 -3.7234595e+00 -6.9550581e+00 -4.8690548e+00
 -3.5331032e+00  1.0047225e+00 -3.8729208e+00 -2.5450506e+00
 -1.0525103e+01 -4.8484702e+00 -9.6632950e-02 -1.6249375e+00
  3.3555288e+00  5.1580811e+00  2.9318261e+00  1.8132428e+00
  4.2280622e+00  4.8969293e+00  1.9962910e+00 -5.4658151e-01]",Jovin
"[-508.58298      91.94243      20.919096     16.299385     21.19858
   27.134832    -14.123946     -7.884056     -7.1539607     2.2524996
   -6.620563     -4.664615    -21.328047      3.4363554     2.425472
   -8.7963705   -14.227671     13.786987     10.556377      1.2463852
   -5.4259295     4.530504     -1.3873461    -1.69551      -1.3910122
    4.5902295     0.59712046   -5.055118    -10.54942       0.8304629
    2.6888838    -2.6635804     2.7995634     1.820394     -0.58522487
    3.2578847    -4.0430894     3.2218544    -2.5018492    -5.557643  ]",Jovin
"[-5.2903394e+02  5.5292114e+01  2.7612432e+01  2.5400984e+01
  2.0002062e+01  1.2154538e+01 -6.1118221e+00 -2.0232196e-01
 -1.2766613e-01  4.0855722e+00 -2.7969294e+00 -2.7305346e+00
 -8.4780970e+00  1.7548299e+00  1.3390338e+00 -2.0203319e+00
 -8.8024130e+00  4.9817424e+00  6.0538006e+00 -1.8310870e+00
 -3.9077842e+00  4.2377410e+00 -2.3550494e+00 -3.6367872e+00
 -1.8886032e+00 -3.3276421e-01 -2.3591592e+00 -6.3593488e+00
 -1.0733662e+01 -2.5293851e+00 -9.3157691e-01 -4.5508499e+00
  8.8617951e-01  2.0412679e+00 -1.3472658e-01  2.5315204e+00
  8.9977765e-01  3.5097609e+00  4.1868377e+00  6.8588489e-01]",Jovin
"[-4.82480591e+02  1.58600540e+02 -1.33807373e+01  1.26174278e+01
  4.59960556e+01  1.12849360e+01 -3.95283675e+00 -1.21585693e+01
 -2.60356140e+01 -7.98356962e+00 -1.15168214e+00 -2.30841923e+01
 -3.05273209e+01 -1.04914255e+01  4.05845308e+00 -1.34706936e+01
 -2.50233765e+01  2.41119623e+00  1.88304005e+01  1.01516843e+00
 -9.95519447e+00  1.80532491e+00 -2.97047877e+00 -5.73619270e+00
 -3.20199561e+00  4.87950611e+00  6.02336264e+00 -7.03788948e+00
 -8.80860901e+00  7.22721672e+00  1.03346872e+01  1.23182201e+00
  2.60628915e+00  6.20653820e+00  3.26690984e+00  4.56090152e-01
  1.94073212e+00  6.47663593e+00  1.97907341e+00 -3.10651469e+00]",Jovin
"[-5.7569849e+02  1.5109793e+02 -2.0037966e+01  2.3699083e+01
  2.8232958e+01  1.4343442e+00 -1.3054937e+01 -5.7636189e+00
 -5.8270421e+00  1.2487714e+01  5.9921813e+00 -5.2228756e+00
 -1.1838413e+01 -5.0193868e+00  4.7084090e-01 -7.2951665e+00
 -1.4334275e+01  2.6684668e+00  1.7934755e+01  3.9443510e+00
 -1.2929130e+01  6.9980774e+00  1.4861637e+00 -6.1394958e+00
 -1.0481524e+00  2.9614556e+00  9.6866244e-01 -4.0957069e+00
 -6.3353529e+00  1.1048865e+00  4.8298059e+00 -2.6139071e+00
  3.1195457e+00  1.1476010e+00 -3.6775425e-01  1.1955575e+00
 -2.0910048e-01  2.7816067e+00  1.4564480e+00 -6.5452206e-01]",Jovin
"[-5.0277878e+02  1.2070105e+02  4.2500137e+01  1.6448088e+01
  2.3396538e+01  2.8617216e+01 -1.2212734e+01 -1.2280422e+01
 -2.2483549e+01 -1.0071429e+01 -8.4648314e+00 -6.1917753e+00
 -2.7520613e+01 -2.4761529e+00 -2.8080087e+00 -7.8569943e-01
 -1.4968552e+01  4.7464533e+00  8.7008886e+00 -1.7533170e+00
 -1.1413860e+01 -2.6268349e+00 -4.2989330e+00 -5.0927563e+00
 -6.1872129e+00  3.4203401e+00 -4.4598927e+00 -5.6759324e+00
 -1.1791637e+01 -8.7218183e-01  5.5002637e+00  1.4938925e-01
  2.9203951e-01 -4.9546280e+00 -5.4398990e+00 -3.6523626e+00
 -4.6082525e+00  2.8718417e+00  1.0641123e+00 -3.3940072e+00]",Jovin
"[-5.03029663e+02  1.31669952e+02  2.70443306e+01  3.34125710e+01
  3.45258217e+01  8.58932877e+00 -6.29959393e+00 -3.95914865e+00
 -1.17427340e+01 -1.77114141e+00 -5.55212164e+00 -1.84425335e+01
 -2.40470963e+01 -3.60889602e+00 -3.39648914e+00 -1.31821470e+01
 -1.66050701e+01  1.94921029e+00  8.31202126e+00 -1.36315346e+00
 -9.75586605e+00 -9.65905607e-01 -1.13922453e+00 -9.02119255e+00
 -8.57601547e+00  1.41914880e+00  1.24429107e+00 -7.37337923e+00
 -1.21764345e+01 -2.29793334e+00  2.96500564e+00 -1.95778203e+00
 -1.84203231e+00 -1.76942214e-01 -9.07781541e-01 -1.30383885e+00
  2.35601330e+00  5.20165300e+00  3.77975821e+00  2.82356453e+00]",Jovin
"[-5.2561237e+02  1.0551575e+02  1.5266934e+01  5.7249123e+01
  4.2401699e+01 -1.0035460e+01 -3.6119578e+00 -4.1252851e+00
 -9.8714228e+00 -8.2968432e-01 -1.7460644e+01 -1.6904472e+01
 -1.8257553e+01 -6.3529286e+00 -5.5904040e+00 -5.5620337e+00
 -1.5703385e+01  8.1133423e+00  1.2490491e+01 -3.9953737e+00
 -8.4692554e+00  2.4082518e+00  3.6665728e+00 -5.4455094e+00
 -6.2510071e+00 -1.3483810e+00  3.2580054e+00 -4.5867691e+00
 -1.0130043e+01  6.3773322e-01  6.5974627e+00 -1.9686109e-01
  1.6191521e+00  4.3071346e+00  1.4754618e+00 -3.6218736e-01
 -1.1742101e+00  3.3196421e+00  3.9733884e+00 -3.1820822e+00]",Jovin
"[-5.4074127e+02  8.4805405e+01  3.4059177e+01  2.5246229e+01
  1.7684402e+01  1.3054170e+01 -7.5259080e+00  6.2593806e-01
 -7.7997727e+00 -5.1113372e+00 -4.1200719e+00  1.1814694e+00
 -1.1084113e+01 -2.7727273e+00  9.1537881e-01  3.9115560e+00
 -4.6137857e+00  8.3230906e+00 -3.9852315e-01 -6.4086275e+00
 -1.2608173e+00 -6.9979769e-01 -1.9440949e+00  2.1316683e+00
 -1.0358387e+00 -9.0437752e-01  1.0637683e+00 -4.2114506e+00
 -5.2817969e+00  5.0447899e-01  7.1898729e-01  2.8230755e+00
  2.6007068e+00  3.0316794e+00  1.0426550e+00  3.3688002e+00
  5.1896930e-01  7.1848780e-01 -8.7925225e-01 -2.7806165e+00]",Jovin
"[-4.6240408e+02  1.0273855e+02  2.4663347e+01  2.9495405e+01
  4.0473148e+01  2.4365721e+01 -1.1990088e+01 -1.8603659e+01
 -2.5279291e+01 -9.3645792e+00 -1.6815126e+01 -1.6404131e+01
 -2.0246046e+01 -1.1235726e+01 -1.6416055e+00 -2.7165297e-01
 -1.6722488e+01  1.8467159e+00  1.3707306e+01  4.6463909e+00
 -8.8212824e+00  6.1065831e+00  5.0853071e+00 -7.3809109e+00
 -8.7532349e+00  5.1480193e+00  4.4959111e+00 -5.6761637e+00
 -3.7716296e+00  6.0200787e+00  3.6965346e+00 -1.3425905e+00
  8.5418758e+00  9.9816561e+00 -2.1842191e+00 -6.1590564e-01
  4.7228827e+00  4.6300631e+00  2.2635221e+00 -1.0156002e+00]",Jovin
"[-5.30127075e+02  1.30614395e+02  2.58277488e+00  7.57337341e+01
  5.23342056e+01 -2.45163021e+01 -2.56695700e+00  7.39876127e+00
 -1.48725595e+01 -1.97648106e+01 -2.08907490e+01 -7.64762878e+00
 -1.97385502e+01 -2.35132866e+01  3.80086541e+00 -2.06323814e+00
 -2.40837231e+01  5.11646080e+00  7.50242662e+00 -1.13483324e+01
 -8.04204226e-01  3.49512100e+00 -4.68623686e+00 -1.83577907e+00
 -6.69990718e-01 -7.08546162e-01  6.35395956e+00 -1.41373783e-01
 -5.98632812e-01  2.04415131e+00  4.80355263e+00  6.67720842e+00
  6.32885313e+00 -1.03721835e-01  9.24078584e-01  3.09837031e+00
 -1.58132565e+00 -3.63674760e+00 -3.03451467e+00 -1.20938182e+00]",Jovin
"[-6.77176819e+02  1.26038628e+02 -1.00223055e+01  2.90535393e+01
  5.19546568e-01  1.98300953e+01 -9.59828472e+00  2.29088955e+01
  2.20938778e+00  2.21192513e+01  1.67752492e+00  1.20394011e+01
 -6.70326233e+00  9.89717865e+00 -7.00800800e+00  7.29247332e+00
 -5.67618895e+00  6.72648191e+00 -5.13167524e+00  3.69956183e+00
 -5.68211222e+00  5.32333183e+00 -8.57657611e-01  4.96202135e+00
 -1.79471445e+00  4.15919542e+00 -3.30359721e+00 -2.79199243e+00
 -6.63150978e+00 -2.39126873e+00 -4.60741711e+00 -9.64303374e-01
  2.55142078e-02  1.26851583e+00 -1.70624614e+00  8.72512311e-02
  2.60153025e-01  4.24957395e-01 -1.73340690e+00 -3.05498028e+00]",Jovin
"[-5.28737732e+02  1.31641647e+02  8.09278202e+00  4.33742218e+01
  5.14098167e+01  1.38466370e+00 -1.95759258e+01 -1.39538260e+01
 -1.02615728e+01 -4.45845604e+00 -1.15627527e+01 -1.58854885e+01
 -1.28809290e+01 -2.15409660e+00  7.61094522e+00 -9.07519054e+00
 -1.57741098e+01  1.34446983e+01  1.40280361e+01 -1.35850792e+01
 -8.14357662e+00  7.15381765e+00 -1.20887899e+00 -8.43201542e+00
 -5.12594461e+00 -1.58050966e+00 -1.16497707e+00 -8.01002979e+00
 -9.85939026e+00  1.26714587e+00  1.62149775e+00 -2.35820413e+00
  2.56298375e+00 -7.92062342e-01 -2.36303043e+00  1.59128964e-01
 -8.06489959e-02  1.14420140e+00  1.71216166e+00  1.47327244e+00]",Jovin
"[-5.25093811e+02  1.35294250e+02  1.24092226e+01  4.97318382e+01
  5.44213257e+01  1.45946646e+00 -1.41867075e+01 -2.02085571e+01
 -2.12223530e+01 -8.63601303e+00 -1.44943972e+01 -2.31865330e+01
 -2.57780151e+01 -1.36095886e+01  8.37986374e+00 -6.10462809e+00
 -2.35457649e+01  7.02685881e+00  1.34663153e+01 -1.43716068e+01
 -1.18856974e+01  3.78011417e+00 -8.42647970e-01 -3.84341812e+00
 -2.76527429e+00  5.36962748e-01  6.69853401e+00  6.68458402e-01
 -1.69778788e+00  4.93223143e+00  4.50314903e+00  2.69133162e+00
  5.88468981e+00  3.71379781e+00  9.08544362e-01  3.88621241e-01
  7.69775569e-01  2.27399015e+00  2.18943954e+00  8.43858480e-01]",Jovin
"[-5.42121277e+02  9.67919006e+01  3.41489563e+01  6.82268667e+00
  1.20897665e+01  2.45959110e+01 -7.83452940e+00  6.50506020e+00
 -9.39131927e+00  1.58445704e+00  1.09474411e+01  3.57052088e-01
 -2.63658276e+01 -1.70208430e+00 -2.58434033e+00 -9.00200462e+00
 -1.32019320e+01  5.66487837e+00  2.09787083e+00 -4.44682389e-01
 -7.19584763e-01  9.74534571e-01 -2.83963442e+00  6.57012522e-01
  1.01086247e+00  5.48749304e+00 -1.67839515e+00  2.87978649e-02
 -1.70323765e+00 -8.09653461e-01  7.31060743e-01  5.51258087e+00
  1.89383245e+00  3.80759746e-01  1.68103802e+00 -1.08230211e-01
 -2.03771114e+00  2.04679227e+00 -1.62439108e+00  1.53462040e+00]",Jovin
"[-4.6102890e+02  9.0470772e+01  2.5890186e+01  1.4060754e+01
  4.6930385e+00  2.3985273e+01 -3.4982450e+00 -1.3319004e+01
 -3.2152920e+01 -2.1949301e+00 -6.3715065e-01  7.6318851e+00
 -2.5155493e+01 -1.4007096e+00  8.2107010e+00 -4.6029644e+00
 -1.5976522e+01  1.2752748e+01  6.7850676e+00 -2.2581828e+00
 -6.9609451e+00  2.8849738e+00 -1.1968405e+01 -5.0328507e+00
 -2.1003740e+00  7.5848737e+00 -4.0416007e+00 -2.8214377e-01
 -4.3302941e+00  2.4141471e+00 -1.1962165e+00  4.1001320e-01
  1.6712388e-01 -3.7837260e+00 -1.0632079e+00 -3.2970290e+00
 -5.4785862e+00  3.1678796e+00 -3.1692476e+00  5.8800859e+00]",Jovin
"[-5.0031555e+02  1.4911330e+02 -1.2288898e+01  4.9765377e+01
  4.4053635e+01 -3.6090262e+00 -8.7224550e+00 -2.0545612e+01
 -3.1902861e+01 -8.7570071e-01 -5.3353968e+00 -1.3686443e+01
 -2.1099306e+01 -2.4895880e+00  1.3654873e+01 -7.2462873e+00
 -2.2842184e+01  7.7028394e+00  1.4594506e+01 -2.0768766e+00
 -1.3203958e+01  1.4871879e+00 -3.7696939e+00 -4.0319753e+00
 -4.6929126e+00  1.8211663e+00  4.4694476e+00 -2.1514118e+00
 -2.0935946e+00  1.1188945e+00  2.2454004e+00  1.0511811e+00
  3.6693487e+00  1.4375209e+00 -1.0716227e-02  3.5064287e+00
  7.2863631e-02  2.8718140e+00 -1.4761611e+00  1.0430194e+00]",Jovin
"[-5.55986755e+02  1.31175735e+02 -6.10148668e+00  1.71960220e+01
  3.37526207e+01 -1.39597327e-01 -4.77512789e+00 -4.63728815e-01
 -1.18962555e+01  6.77520943e+00  1.23859310e+01 -5.95940065e+00
 -1.55550175e+01 -1.98205066e+00  8.84763718e+00 -9.15513802e+00
 -1.53180914e+01  2.14340615e+00  3.45101929e+00 -1.71696544e+00
  7.43822381e-02  4.66906452e+00 -2.10022497e+00 -2.61212373e+00
  1.42234111e+00  5.40099144e+00  2.23319602e+00 -3.82875681e+00
 -3.05312896e+00  1.05977583e+00  1.93204641e+00  7.69108832e-01
  2.84352350e+00  6.32525086e-01  3.77628058e-01 -1.84091613e-01
 -1.35440230e+00 -6.59037977e-02 -1.43942010e+00  1.50835001e+00]",Jovin
"[-5.2899115e+02  1.0558540e+02  4.9216971e+00  9.5820179e+00
  1.6176805e+01  8.9690952e+00 -2.7195928e+00 -7.9354553e+00
 -1.0886390e+01  5.3530412e+00  2.1117108e+00 -3.9654467e+00
 -1.5853400e+01 -4.0155263e+00  7.5541797e+00 -7.0211377e+00
 -1.0238854e+01  9.9566727e+00  7.4563599e+00 -1.1800504e+00
 -2.9838972e+00  3.9984705e+00 -8.2908916e-01 -5.9102215e-02
 -1.7131894e+00  3.8627100e+00  1.2414360e+00 -4.8037082e-01
 -5.2117262e+00 -2.7843864e+00  2.9534727e-01  1.0334073e+00
  2.4451144e+00 -8.6578178e-01  1.4940685e+00 -7.8875756e-01
 -5.3128589e-02 -1.7213825e+00 -3.2714331e+00  1.3409038e+00]",Jovin
"[-420.83646     132.33543     -14.461279     53.198593     51.6521
  -18.519714    -30.601503    -20.741322    -29.5202      -14.46069
  -18.733091    -11.618285    -24.023548     -7.2123       12.383523
  -12.879468    -20.82329      24.578108      0.43572912   -6.3200483
   -4.5680046    -4.934876     -2.2914152    -2.13061      -5.922584
    5.7986507     3.224103     -8.641655     -2.6114926    -2.7124624
    4.13831       6.42524       7.951938      5.6344733     3.4569585
   -1.30167       2.688144      2.567166      3.0426025     4.984287  ]",Jovin
"[-508.67517    129.6228       1.3868245   38.739098    37.59361
    3.5554698  -12.682044   -17.153028   -25.411108     3.2051306
   -4.167108   -11.098662   -15.939261   -13.722448    -6.5751557
    3.9044023  -11.989511     1.7590572   17.266832     4.323563
  -19.267752     6.3812366    7.3318176   -9.821735    -7.96765
    8.475401     2.086425    -5.240378    -5.4269404    6.807993
    7.1610537   -5.4088273    4.174856    11.189421    -2.1765826
   -4.1428075    5.7574763    3.02397      1.5195583   -2.3980985]",Jovin
"[-5.0563907e+02  1.5557399e+02  2.0867407e+01  2.9472090e+01
  3.0358551e+01  3.3380740e+00 -3.0870833e+00 -1.5375278e+01
 -1.9538918e+01 -1.1811722e+01 -1.0378092e+01 -8.3039122e+00
 -2.1453230e+01 -2.0293001e+01  1.8959415e+00 -1.0286789e+01
 -1.9476645e+01  9.4717283e+00  7.4362073e+00 -8.2101126e+00
 -1.6607418e+00  2.3066397e+00 -2.7316043e-01 -6.2892967e-01
 -2.8472903e+00  2.3409784e+00 -1.4769126e+00 -1.0257175e+01
 -2.8757412e+00  1.5370685e+00  2.7312829e+00  7.8401074e+00
  3.8611321e+00 -1.3868337e+00  3.4414785e+00 -6.5732247e-01
 -5.3612119e-01  2.3439927e+00 -3.6841209e+00 -5.2280393e+00]",Jovin
"[-493.67657    137.90706    -29.349318    15.719143     9.029039
    6.1222653   10.081687     5.6440167  -25.941046     8.777218
    9.496119    -8.772681   -17.681047    -4.2466297    6.699142
  -11.466249   -23.625574     5.7243795   17.752468    -6.93577
   -7.2272916    1.3829738   -0.9615969   -4.0338016    0.8851909
    1.1440456  -10.82895      3.3115876   -4.599676    -5.2540474
    2.3530962   -1.7875359    2.9401498   -2.407783     2.6320412
   -3.0147355   -1.1525608    1.3631114   -7.096674     2.479577 ]",Jovin
"[-5.7259924e+02  1.2472962e+02 -6.9601932e+00  2.7386988e+01
  2.6948606e+01 -1.3642116e-02  5.9153157e-01  2.1847415e+00
 -5.9424663e+00  1.6171560e+01  3.7616682e+00 -6.0855284e+00
 -7.5093060e+00 -1.1707831e+01  6.3255364e-01 -4.9590974e+00
 -1.2197729e+01  8.1799340e-01  5.7561545e+00 -3.7918730e+00
 -2.5809851e+00  4.8439755e+00  5.5348784e-01  8.2001591e-01
 -1.1261637e-01  3.4897528e+00 -5.1617846e-02 -1.0824918e+00
 -3.4343591e+00  3.4867680e-01  3.3260577e+00 -2.8661671e-01
  5.5684404e+00  5.4702103e-01  1.2909265e+00  2.0264485e+00
  6.2390924e-01  3.9642413e+00 -1.4312196e+00  4.6458843e-01]",Jovin
"[-5.5006012e+02  1.0619380e+02  1.0041296e+01  4.7467148e+01
  4.4352226e+01 -2.2610390e+00 -1.4664985e+01 -1.1683353e+01
 -1.7139676e+00 -7.5609344e-01 -1.3606531e+01 -1.1193867e+01
 -1.1215015e+01 -5.9553599e+00  9.3139658e+00 -6.6950440e+00
 -1.5158505e+01  1.3862899e+01  7.0298848e+00 -1.4675838e+01
 -5.3732486e+00  3.2184234e+00 -1.7558791e-02 -2.8251715e+00
 -4.4697599e+00 -1.7979347e+00  1.6021401e+00 -5.4849505e+00
 -5.1594844e+00  9.1801472e-02 -1.5885802e-01  2.5433998e+00
  2.0582480e+00  7.3044464e-02  2.8152468e+00  9.4997877e-01
 -5.0556922e-01 -1.1617326e+00 -1.3520688e+00 -7.7850890e-01]",Jovin
"[-5.2669330e+02  1.3004720e+02  1.2551484e+01  1.1518685e+01
  1.0178918e+01  8.6037254e+00  6.9813313e+00 -1.2088770e+01
 -2.0871138e+01 -4.6412921e+00 -1.2709920e+00  4.3665857e+00
 -1.3076420e+01 -1.3835932e+01  3.1438720e+00  1.4087601e+00
 -1.5250784e+01  3.3467851e+00  8.8604593e+00 -1.9912874e+00
 -2.3030221e+00  4.5364537e+00 -2.9974389e+00 -9.5262182e-01
 -1.9979786e+00  3.4954755e+00  6.3519907e-01 -2.1947336e+00
 -1.7132316e+00  1.7059540e+00  5.8536881e-01  2.7903244e-01
  3.2508948e+00  2.5920637e+00  8.5630304e-01 -1.4244672e+00
 -1.1757791e-02  2.6439302e+00 -2.4766974e+00  1.8934441e+00]",Jovin
"[-4.9014441e+02  1.4561388e+02 -2.1813742e+01  5.9654507e+01
  4.4634018e+01 -2.0106064e+01 -7.4831944e+00 -1.1889767e+01
 -1.7222036e+01 -4.3666327e-01 -1.4492767e+01 -9.4539862e+00
 -1.2561627e+01 -1.6736626e+01  5.9450040e+00 -9.3012791e+00
 -2.3999945e+01  2.7909257e+00  9.3663549e+00 -6.7330446e+00
 -3.4087822e+00  4.2055397e+00 -3.5969782e+00 -2.4964311e+00
 -2.8817849e+00  2.8318283e-01 -6.3041717e-01 -4.4475183e+00
 -4.4878688e+00 -2.3645456e+00  2.5075486e+00  4.6175652e+00
  4.3003068e+00 -9.1427612e-01 -5.7874030e-01  9.9743086e-01
  5.1413846e-01  3.6324587e+00  1.4442873e-01  2.3098962e+00]",Jovin
"[-4.9996521e+02  1.5921638e+02  5.4687862e+00  3.2557888e+01
  4.0722443e+01 -4.4168572e+00 -1.8708686e+00  8.6201113e-01
 -2.0740896e+01 -2.4031677e+01 -1.0534699e+01 -3.8770890e+00
 -2.5256359e+01 -2.0477427e+01  9.0537781e-01 -9.9037066e+00
 -2.1304909e+01  5.6883616e+00  6.4875393e+00 -3.7038946e+00
 -2.5606725e-01 -1.4997658e+00 -4.2077875e+00 -5.7616277e+00
 -4.2659655e+00  4.4138942e+00 -9.0394095e-02 -9.1381187e+00
 -1.8515885e+00  1.1464425e+00  1.6179191e+00  5.2603664e+00
  1.2186061e+00 -2.6108236e+00  2.9609987e-01 -2.5152204e+00
  4.9230900e-02  4.1982532e+00  8.6255735e-01  1.8993182e+00]",Jovin
"[-5.1829437e+02  1.1082075e+02  1.8589447e+01  3.9549046e+01
  2.7806145e+01  1.5963364e+01 -1.2031512e+01 -5.7503648e+00
 -1.6142660e+01 -1.2014240e+01 -1.7914200e+01 -6.9153409e+00
 -1.8776138e+01 -2.5609293e+00  5.0567207e+00 -4.7425432e+00
 -2.0082586e+01  9.9324408e+00  8.6801872e+00 -8.1671267e+00
 -7.5136051e+00  3.5880270e+00 -1.2733009e+00 -4.8151234e-01
 -4.0722919e+00  4.7217984e+00  2.9383500e+00  6.5826410e-01
 -2.5050790e+00  1.6784698e+00  1.8083276e+00  6.4029727e+00
  5.1160126e+00 -1.2899880e-01  2.0241683e+00  2.3182406e+00
  2.4152651e+00  2.7582612e+00 -3.8973534e+00  5.1282463e+00]",Jovin
"[-4.6962158e+02  9.5094894e+01 -5.0377312e+00  5.1321449e+01
  4.0239326e+01  4.0618796e+00 -2.8841337e+01 -2.1990990e+01
 -2.0463625e+01  3.8823354e+00 -1.2787540e+01 -1.3900054e+01
 -1.7971336e+01  4.5691142e+00  1.0583220e+01  5.2365071e-01
 -2.3213457e+01  7.6797228e+00  1.0831914e+01 -6.3129153e+00
 -1.1646362e+01  4.5696592e+00 -2.3280764e+00 -4.1516666e+00
 -4.2734170e+00  3.8233161e+00 -9.4224393e-01 -1.0484135e+00
 -8.2683659e+00 -1.3974206e-01  4.8049006e+00  5.0228792e-01
  1.0910894e+00 -3.5006106e-01  5.2833438e-01  1.0700927e-02
 -6.4487082e-01  1.9518300e+00 -2.9100335e+00  2.2030499e+00]",Jovin
"[-6.3618817e+02  1.2020090e+02 -6.0889897e+00  1.9961376e+01
  2.1517281e+01  1.9975553e+00  1.1549795e+00  7.9662385e+00
  8.9056511e+00  1.7179010e+01  1.0140145e+01 -2.9996789e+00
 -4.7852638e-01  3.5132971e+00  2.4676738e+00 -1.4562099e+00
 -2.0778105e+00  5.1700802e+00  3.5113947e+00 -2.1856985e+00
 -2.7131999e+00  3.7986953e+00  3.0806906e+00  2.4834673e+00
  2.0686758e+00  2.2221031e+00  5.3238893e-01 -2.3547411e+00
 -3.8545609e+00 -1.9860488e+00  5.1389891e-01  1.3086668e+00
  1.6313891e+00  8.2318980e-01 -2.1516675e-01  1.3152157e+00
  1.7290692e+00 -2.9972547e-01 -9.8749423e-01 -2.1834631e+00]",Jovin
"[-5.40918335e+02  9.47439041e+01  2.44571400e+01  3.16263447e+01
  2.16816998e+01  2.22809753e+01 -1.86985397e+01 -4.62687159e+00
 -8.99818897e+00  1.79478884e+00 -7.96004772e+00 -3.75198340e+00
 -1.84647694e+01  3.14295816e+00  5.34073830e+00 -2.93669224e+00
 -1.19152975e+01  1.24437265e+01  2.45222613e-01  1.31678144e-02
 -5.59357882e+00  4.72895861e+00 -3.25711918e+00  4.03312874e+00
 -1.15926671e+00  2.39671540e+00 -2.78532338e+00  2.13151455e+00
 -3.83036733e+00 -1.42549109e+00  1.54374230e+00  7.87159145e-01
  5.77072477e+00  1.37993586e+00 -3.75401592e+00  2.98660189e-01
  6.59252644e-01 -2.41171432e+00 -2.71431637e+00  1.35329470e-01]",Jovin
"[-5.9046686e+02  1.1262568e+02 -8.4982023e+00  2.9282854e+01
  1.5838851e+01  1.9902863e+01 -6.7268891e+00  5.3037744e+00
 -2.1923494e-01  1.3818128e+01  8.7333612e+00 -1.0741238e+01
 -1.5230936e+01 -2.5360796e-01 -3.8194120e+00 -1.6378037e+00
 -6.4637327e+00 -1.8573251e-01  3.5522568e+00  6.5998721e+00
 -8.6213598e+00  1.8433148e-01  4.1062984e+00 -6.0791974e+00
  1.9057736e+00  3.9465711e+00 -3.7628112e+00 -3.8219705e+00
 -5.4364872e+00 -8.7388939e-01 -1.9572469e+00 -3.8012629e+00
 -2.3890231e+00  1.7640857e+00 -8.0078161e-01 -1.9745324e+00
  1.6820862e+00  1.3816587e+00  1.5997316e+00 -2.2970052e+00]",Jovin
