features,class
"[-4.9088855e+02  1.4801729e+02 -3.2346817e+01  2.4020491e+01
  3.7413277e+01 -7.3657888e-01 -1.6697026e+00 -1.3918368e+01
 -2.1707985e+01  8.4697294e+00  6.0427094e+00 -1.7085480e+01
 -2.2264776e+01 -5.5187230e+00  1.0204486e+01 -1.3352850e+01
 -2.3446581e+01  3.3088584e+00  1.9336622e+01  5.5323443e+00
 -9.7475290e+00 -2.8473356e-01 -1.7364255e+00 -4.5028415e+00
  2.3985722e+00  2.2785182e+00 -3.7804606e+00 -4.2443881e+00
 -1.0484622e+00  2.1945620e+00  2.5457554e+00  1.5577286e+00
  2.3118005e+00  2.7025306e+00  2.0223596e+00  5.1449835e-01
 -2.3018968e+00  2.1883991e+00  3.9612150e+00  9.4876671e-01]",Jovin
"[-4.9739667e+02  1.2327015e+02  3.4697372e+01  1.5759620e+01
  3.0738520e+01  2.3085138e+01 -8.9448414e+00 -1.9547407e+01
 -3.6761612e+01 -2.2408901e+01 -1.8579666e+01 -7.5238156e+00
 -1.7844040e+01 -1.0926531e+01  3.4298518e+00  3.3454468e+00
 -1.6403704e+01  2.7350683e+00  1.3239538e+01  1.3747280e+00
 -1.0089645e+01  1.2873629e+00 -4.3273363e+00 -5.8737092e+00
 -1.9458379e+00  5.1912799e+00 -1.6628667e+00 -5.0073185e+00
 -4.9221983e+00  2.2493780e+00  7.8344574e+00 -1.9906455e+00
  4.4084163e+00  5.2591128e+00  5.6658369e-01  2.9338343e+00
 -9.2134312e-02  1.5625777e+00  1.1150708e+00 -1.8104827e+00]",Jovin
"[-5.5844928e+02  1.1163061e+02  5.2708195e+01  2.1753168e+01
  1.2975358e+01  6.1289654e+00  3.5399384e+00  4.8704028e+00
 -1.2778529e+00 -4.9421120e+00 -4.7798228e+00 -2.9983892e+00
 -1.0199662e+01 -6.2571182e+00 -2.7337503e+00 -3.4238236e+00
 -5.9574170e+00  5.8518085e+00  7.5764394e+00  5.4241353e-01
 -2.7292898e+00 -2.3787527e+00 -6.4068422e+00 -6.5134873e+00
 -1.5732281e+00  1.4740325e+00 -2.3850925e+00 -4.9978061e+00
 -7.3422408e+00 -4.0314236e+00 -1.7565604e-01 -7.1258396e-01
  1.7343884e+00 -1.4451016e+00 -1.4591945e+00 -1.6821824e+00
 -4.9505317e-01  1.6405368e+00  3.6851068e+00  2.7006495e+00]",Jovin
"[-5.7352539e+02  1.0310518e+02  1.5391266e+01  2.4039837e+01
  2.6191496e+01  1.8005913e+01 -1.4866138e+01  1.5383904e+00
  2.8868024e+00  2.8896792e+00  2.2913208e+00 -9.3560082e-01
 -1.6967613e+01  9.0966663e+00  9.2822275e+00 -3.4595239e+00
 -8.7377834e+00  9.2929192e+00  5.0094414e+00 -1.2969863e+00
 -4.8094516e+00  3.2132173e+00  2.4824953e+00  1.3256408e+00
 -2.5694570e-01  4.3404508e+00 -2.0897906e+00 -1.0792893e+00
 -3.6380508e+00 -6.7863584e-01  2.4827887e-01  2.1902936e+00
  4.0052185e+00  4.4264907e-01 -8.0623525e-01  2.0056691e+00
 -1.1504474e-01  9.3267137e-01 -2.2888300e+00 -2.2488062e+00]",Jovin
"[-5.2425311e+02  1.0553752e+02 -1.6120895e+00  6.3566654e+01
  4.6729088e+01 -1.6329411e+01 -5.6805363e+00 -3.1140025e+00
 -5.1618900e+00 -4.1024609e+00 -2.6043657e+01 -5.5284176e+00
 -4.3938842e+00 -1.3711764e+01 -2.2275407e+00  6.6636562e+00
 -1.6487028e+01  4.9100738e+00  9.8869028e+00 -7.1157551e+00
 -7.2415614e+00  4.1682019e+00 -5.0711470e+00 -3.5174820e+00
 -4.0177962e-01 -8.1571180e-01  2.1334071e+00 -4.0753865e+00
 -5.9578328e+00  2.5025434e+00  6.0396256e+00 -2.1260767e-01
  1.6807945e+00  1.4840764e+00  2.2570322e+00  9.9825078e-01
 -8.7052655e-01 -2.8569525e-02  1.7869039e+00 -1.6181366e+00]",Jovin
"[-5.8208752e+02  1.1370708e+02  2.7063013e+01  2.4224543e+01
  2.3611162e+01  8.4941216e+00  5.7007885e+00 -3.5947030e+00
 -3.3884275e+00  1.1261573e+00 -9.1337729e+00 -1.0657273e+01
 -7.1834669e+00 -6.1629786e+00 -2.7329645e+00 -6.8518872e+00
 -1.1947402e+01  4.3442612e+00  9.1893711e+00 -9.1260034e-01
 -2.3587644e+00  3.6060967e+00 -1.9706453e-01  6.8725806e-01
 -1.5853240e+00 -3.1229606e+00 -1.7850167e+00 -5.1540151e+00
 -6.8593335e+00 -1.0576439e-01  2.4847429e+00  1.4568863e+00
  3.3953321e+00  3.2038915e-01 -3.5799897e-01  2.7569346e+00
  4.2590097e-01 -1.0045549e+00 -1.5812577e-01 -3.6168005e+00]",Jovin
"[-5.49933655e+02  1.17744606e+02  1.08894844e+01  5.09183083e+01
  4.36837196e+01 -2.42007804e+00 -4.25141001e+00 -1.35613241e+01
 -1.12243690e+01 -4.33205605e+00 -2.90953484e+01 -1.30376282e+01
 -2.91582727e+00 -1.16772766e+01 -4.01292562e+00  1.00611372e+01
 -9.51296139e+00  1.65565073e+00  1.81057549e+01  1.41591859e+00
 -8.83928204e+00  2.29306221e+00 -2.43678474e+00 -2.79309297e+00
  1.74698246e+00 -1.61372304e+00  2.09890112e-01 -2.58228350e+00
 -6.80912495e+00 -6.50849402e-01  9.40798187e+00  7.49860227e-01
  2.80505395e+00  3.14273620e+00  1.98418665e+00  1.51310718e+00
  1.45027268e+00  2.19247675e+00  2.29863381e+00 -1.09731424e+00]",Jovin
"[-5.7071881e+02  9.1168144e+01  8.3527012e+00  1.7943169e+01
  1.9267515e+01  1.0608062e+00  3.7370353e+00  6.7080503e+00
  9.4205770e+00  1.4773728e+01  4.8092775e+00 -3.7898810e+00
 -2.9469855e+00 -2.3629529e+00  9.1856885e-01 -4.1685662e+00
 -7.1435895e+00  8.8496532e+00  1.1552275e+01 -2.3237627e+00
 -2.4318151e+00  4.1814666e+00  2.5083349e+00  1.6535140e+00
  1.8441993e+00  8.2117695e-01  2.0693176e+00 -1.4435914e+00
 -4.2893524e+00  3.0337313e-01  1.7220325e+00  2.2753818e+00
  4.0036550e+00  1.6108632e+00  1.1798654e-01  9.3442845e-01
  7.8112185e-01  1.3532828e+00  1.5820842e+00 -1.0733972e+00]",Jovin
"[-4.7584833e+02  9.4016403e+01  2.9652208e+01  5.8412277e+01
  3.3320107e+01  4.2264602e-01 -1.5053656e+01 -4.2028103e+00
 -5.5136404e+00 -6.2548466e+00 -2.0258890e+01 -5.4635887e+00
 -2.0615808e+01 -8.6911020e+00  1.7763743e+00 -5.3289914e+00
 -2.3010950e+01  1.2369879e+01  8.2076206e+00 -1.1051083e+01
 -6.5971389e+00  3.6360190e+00 -4.1739750e+00 -8.3134489e+00
 -4.7612677e+00 -5.9494853e+00  6.6980548e-02 -5.8699431e+00
 -1.1749429e+01 -2.5211463e-03  4.9261732e+00  1.9673015e+00
  6.0127959e+00  2.5961084e+00  1.1806698e+00  1.6728718e+00
 -8.2132727e-01  4.0579457e+00 -5.9535503e-01 -1.3432144e+00]",Jovin
"[-5.3777332e+02  1.0805004e+02  3.0625771e+01  5.4435513e+01
  3.8704632e+01  3.3054726e+00 -8.3231182e+00 -8.2155237e+00
  7.8460556e-01 -2.2657056e+00 -2.2780342e+01 -1.3030773e+01
 -1.7704651e+01 -1.3572601e+01  2.5565968e+00 -2.9786227e+00
 -2.1024889e+01  4.5449262e+00  4.5411787e+00 -6.9266372e+00
 -7.4404888e+00 -2.1043139e+00 -1.1130316e+00 -5.2266750e+00
 -9.3510857e+00 -3.1291769e+00  3.1829565e+00 -5.4583368e+00
 -8.4226799e+00  1.8211056e+00  5.2226477e+00 -4.3191609e+00
  8.5351562e-01  2.1130888e+00  4.5057157e-01  2.0916222e-01
 -2.6488414e-01  2.2487757e+00  2.1371624e+00  1.6104354e+00]",Jovin
"[-5.0646521e+02  1.4106767e+02  1.4215041e+01  1.6707178e+01
  2.0202079e+00 -1.1278260e+01  2.9108772e+00  1.1597593e+00
 -1.6950684e+01 -8.2099152e+00 -2.5055494e+00 -5.5529513e+00
 -8.9370060e+00 -3.9624848e+00  1.1058005e+01 -1.0593347e+01
 -1.1406002e+01  1.0773641e+01 -9.9789083e-01 -5.1843829e+00
 -6.0244293e+00 -1.9869806e+00  4.9466646e-01 -7.7907910e+00
 -9.4440451e+00 -1.3075348e+00 -2.6923957e+00 -6.8111629e+00
  1.1929401e+00  8.2376175e+00  4.1224217e+00 -3.1923053e-01
 -4.0826643e-01  1.0024992e+00  3.1759527e+00  5.7471790e+00
  8.6400557e+00  7.0654402e+00  5.2318311e+00  6.8824921e+00]",Jovin
"[-5.5628131e+02  1.1075066e+02  6.2574620e+00  3.7740223e+01
  3.2355740e+01  9.0212560e-01 -6.9720584e-01 -6.6347761e+00
 -4.5840871e-01  2.2382653e+00 -1.4773673e+01 -6.0691576e+00
 -1.3141913e+01 -1.0788225e+01  2.3343568e+00 -6.5125318e+00
 -1.4450027e+01  6.1653824e+00  1.2895095e+01 -1.5978134e+00
 -4.8601203e+00  9.5308930e-01 -6.6032225e-01 -1.4669609e+00
 -1.0682549e+00  7.9609257e-01  1.9151191e+00 -4.4226036e+00
 -5.3542991e+00  2.7623606e+00  4.9643493e+00  3.3561483e-01
  4.4672060e+00  4.7528491e+00  2.0178373e+00 -8.4783149e-01
 -1.4479251e+00  1.8367683e+00  2.8027742e+00 -1.5934060e+00]",Jovin
"[-5.7966595e+02  1.1195911e+02  1.6703676e+01  3.4350399e+01
  3.4527073e+01  1.6174549e+00 -5.0027657e+00 -5.0608182e+00
 -6.9086289e+00 -3.7362885e+00 -1.3463949e+01 -3.2418320e+00
 -6.6012974e+00 -8.7077332e+00  1.4095105e+00  3.4665084e+00
 -4.0896430e+00  6.2219892e+00  8.4267359e+00 -9.9061322e-01
 -6.9478407e+00 -4.6885069e-03  1.0732480e+00  6.3980931e-01
 -5.7782751e-01 -1.1988842e+00  7.4832231e-01 -3.5532296e+00
 -6.5201755e+00  8.5069543e-01  3.7857194e+00 -1.8455017e+00
  4.9327044e+00  5.4369235e+00  9.3008780e-01  7.0899063e-01
  6.1728019e-01  2.3445292e+00  5.0529027e-01 -3.1984560e+00]",Jovin
"[-6.2747937e+02  1.1739390e+02 -1.0666248e+01  2.8761944e+01
  2.0663725e+01  5.9455810e+00 -1.9013935e+00  5.2206073e+00
  5.7636013e+00  1.3127450e+01  2.6166961e+00 -2.3824592e-01
 -1.0766889e+00  3.2855010e+00  3.6357064e+00 -1.5685440e+00
 -2.3786263e+00  4.0445509e+00  7.5025358e+00  1.3124787e+00
 -3.4665334e+00  4.5321035e+00  3.5185144e+00  5.4592997e-01
 -7.3881757e-01  1.7792730e-01 -1.4343260e-01 -3.1644478e+00
 -6.2827668e+00 -2.9498155e+00  9.1257554e-01  1.7331737e+00
  1.3265892e+00 -2.6995618e+00  1.9564542e+00 -8.9780658e-02
  4.0708065e-01  2.1570284e+00  3.5681555e-01 -2.5370576e+00]",Jovin
"[-6.3458698e+02  1.3273741e+02 -5.1876345e+00  1.7717995e+01
  1.7831692e+01  1.0798395e+01 -1.6943375e+00  6.8335156e+00
  9.7752291e-01  6.7597351e+00  7.1958103e+00  3.8301933e+00
 -2.5278509e-01  3.8522756e-01  2.0002315e+00  1.9712855e-01
 -1.4808289e+00  2.0361955e+00 -6.8297960e-02 -2.7006552e+00
 -2.7349377e+00  6.4602160e-01  3.5774865e+00  4.4179683e+00
  2.4939847e-01  1.1538848e-01  1.9809841e+00 -1.3743231e+00
 -4.4458036e+00 -3.2647126e+00 -1.4579068e+00  1.8804399e+00
  3.0731606e+00 -5.4117352e-01 -3.2308549e-01  5.6010050e-01
  1.1381392e-01  1.2436898e+00  5.2140766e-01 -1.0661477e+00]",Jovin
"[-5.0599670e+02  1.2330820e+02 -6.9003477e+00  6.6384338e+01
  4.5593159e+01 -1.5426189e+01 -6.6927962e+00 -7.6508718e+00
 -6.8012362e+00 -7.5996838e+00 -2.8669922e+01 -1.2456582e+01
 -1.4375881e+01 -1.3039697e+01 -7.7412732e-02 -9.4933329e+00
 -1.7286873e+01  1.6865326e+01  1.3227835e+01 -7.2643676e+00
 -3.4995267e+00 -3.7684000e-01 -8.6905336e+00 -6.9677510e+00
 -3.9256120e+00 -2.9338043e+00  1.1651421e+00 -1.0459182e+01
 -6.7426229e+00  4.6521993e+00  3.4619706e+00  4.1360569e+00
  2.5449073e+00  3.6868808e-01  4.7198558e+00 -2.8977421e-01
 -1.5940875e+00  3.9541442e+00 -7.1374035e-01 -2.1711051e+00]",Jovin
"[-5.2329254e+02  1.5976300e+02 -3.0386930e+01  1.2757666e+01
  2.6872072e+01 -7.9828157e+00 -2.0379474e+00  2.1468606e+00
 -1.1873544e+01  8.6921473e+00  6.6501102e+00 -2.0049690e+01
 -1.0890202e+01 -4.6090622e+00  1.4914838e-02 -6.3848925e+00
 -1.8229790e+01  4.4270024e+00  1.7768700e+01  4.1767306e+00
 -9.4159536e+00  4.2222867e+00  3.4305494e+00 -5.5597320e+00
  1.1259086e+00  1.6319180e+00  6.1168116e-01 -2.8226783e+00
 -7.7043285e+00  8.4514558e-01  6.1229153e+00  3.3526237e+00
  1.1493180e+00  3.4247351e-01  4.5388284e+00  1.4541454e+00
 -1.2101331e+00  1.6383762e+00  1.9213265e-01 -2.0557895e+00]",Jovin
"[-4.99687805e+02  9.04344406e+01  3.29145813e+01  4.64183121e+01
  3.42381248e+01  4.96133566e+00 -1.66934986e+01 -5.53388214e+00
 -1.04848051e+01 -6.28161430e+00 -2.05139179e+01 -8.16245079e+00
 -6.97984648e+00  3.51374578e+00  3.01566148e+00  3.13376713e+00
 -1.96126575e+01  4.15059471e+00  3.77778387e+00 -8.08615398e+00
 -1.11908655e+01 -5.65165162e-01 -9.78876114e+00 -5.63694477e+00
 -5.00463820e+00  1.23049307e+00  2.49228907e+00 -2.60135317e+00
 -7.49208498e+00  3.30871701e-01  5.49618304e-01 -4.70898914e+00
 -3.41291356e+00 -4.97017622e+00 -3.44314051e+00 -2.75660610e+00
 -6.53619242e+00 -3.90552491e-01  3.05519128e+00  3.70110917e+00]",Jovin
"[-5.5426721e+02  1.1520281e+02  1.9858799e+01  1.3663789e+01
 -2.1220527e+00  1.1194995e+01  7.0858598e+00  4.3380151e+00
 -1.5468081e+01 -5.7406602e+00 -1.1745331e+00  6.9507647e+00
 -6.9114394e+00 -4.9403658e+00 -3.3222196e+00 -1.6185955e+00
 -1.1329479e+01  2.0293977e+00  1.3602535e+01  2.0832977e+00
 -8.7727098e+00  6.6800098e+00 -5.7135863e+00 -3.8330534e+00
  7.9216629e-01  4.6056356e+00 -3.5711143e+00 -2.9126854e+00
 -3.1404555e+00  4.9782801e-01  3.4329994e+00 -1.9577174e+00
  3.8145499e+00 -1.6772799e+00 -2.8981657e+00  3.7483084e+00
 -2.0719714e+00  2.5258420e+00 -2.3283236e+00 -1.8145336e-01]",Jovin
"[-5.4994092e+02  1.2932506e+02  2.7229297e+00  2.4430725e+01
  2.5463879e+01  3.8871362e+00  1.4144454e+00 -1.0084635e+01
 -7.2629318e+00  1.2317551e+01 -6.9357544e-01 -8.9789114e+00
 -1.3968490e+01 -9.4634418e+00  1.1030562e+01 -4.1879954e+00
 -1.8917727e+01  1.0044349e+01  9.9591064e+00 -3.9193690e+00
 -3.3136239e+00  4.7899861e+00 -3.3863218e+00  6.4682519e-01
 -1.0584697e+00 -3.4472122e+00 -1.0024428e+00 -6.2221041e+00
 -3.1514490e+00  2.0702488e+00  3.3493343e-01  1.2864435e-01
  6.1857972e+00 -2.0282764e+00  1.6297244e+00  2.6647449e+00
 -1.4392614e+00  2.5863535e+00  1.8553466e+00 -2.5562775e+00]",Jovin
"[-4.2114288e+02  1.6058934e+02 -4.7494385e+01  1.0466798e+01
  7.8461628e+00 -8.6171541e+00 -1.0727490e+01  4.1043191e+00
 -1.9981188e+01  7.1066866e+00 -8.7562329e-01 -1.3727067e+01
 -3.7509840e+00 -1.4589336e+01 -2.5921297e+00 -1.1283393e+01
 -2.4606848e+01  5.4823337e+00  1.6432089e+01  3.7476008e+00
 -1.0556515e+01  6.3214068e+00 -8.2289419e+00 -1.1192106e+01
  2.4255571e+00 -1.3375989e+00 -2.9726088e+00  1.7455350e-01
 -1.3613918e+01  6.9920030e+00  7.1875076e+00 -4.1233287e+00
  4.5602741e+00 -6.6553330e+00  3.4324746e+00 -2.0540044e+00
 -1.6943783e+00  2.6223173e+00 -1.3227786e+00  1.2869428e+00]",Jovin
"[-4.5865359e+02  1.4490651e+02 -2.5470074e+01  2.8300701e+01
  2.9834709e+01 -5.9657011e+00  4.7108011e+00 -4.7642140e+00
 -1.7996370e+01  7.3811512e+00 -1.1712524e+01 -1.4600067e+01
 -1.6339432e+01 -1.7972166e+01  7.8341872e-01 -6.0626941e+00
 -2.5508062e+01  5.1525803e+00  1.9739241e+01  2.5933213e+00
 -8.5085936e+00  2.3991005e+00 -2.6298578e+00 -1.2147613e+01
 -4.8867297e+00  1.4334455e+00  2.7562156e+00 -6.4813461e+00
 -7.7034731e+00  1.4074872e+00  4.1488056e+00 -2.4271390e+00
 -1.4398798e-01  2.4034367e+00  5.2395493e-01 -2.5175703e+00
 -3.1087065e+00  9.3208432e-01 -1.2015804e+00 -3.6768255e+00]",Jovin
"[-5.4082648e+02  1.6071136e+02  8.2893066e-02  2.5539452e+01
  2.2483765e+01 -4.0793753e+00 -8.8308978e-01 -7.9409132e+00
 -1.6505978e+01  6.0560603e+00 -9.9733658e+00 -1.3553861e+01
 -3.8591375e+00 -1.6472460e+01  4.0319643e+00  4.3490258e-01
 -2.7747499e+01  2.8395569e+00  1.4069967e+01 -4.4119458e+00
 -1.0112701e+01  2.6478684e+00 -3.3417761e+00 -4.8640709e+00
 -1.1468215e-01 -2.7648263e+00  2.7229507e+00 -5.4732161e+00
 -9.9119940e+00  4.4498777e+00  1.1945859e+00 -4.3604426e+00
  2.3601301e+00  1.2049031e+00 -1.7729388e+00 -2.3972211e+00
  1.8896271e+00  3.2362273e+00  8.3480172e-02 -2.4691973e+00]",Jovin
"[-4.90481445e+02  1.33614685e+02 -6.20371819e+00  3.35271187e+01
  2.72458916e+01 -1.03897381e+01 -4.93500710e+00 -1.01362085e+00
 -1.17720156e+01 -1.60294306e+00 -1.44061890e+01 -9.46180344e+00
 -1.25905695e+01 -1.48047066e+01  2.94954920e+00 -4.19983196e+00
 -2.88339958e+01  8.44464302e+00  1.42610664e+01 -2.97702694e+00
 -8.57128048e+00  9.09693122e-01 -2.69538212e+00 -6.80047941e+00
  6.39539778e-01  3.35668254e+00  2.79559636e+00 -6.12680101e+00
 -8.18587112e+00  3.56665421e+00  5.09678411e+00 -1.53428614e+00
  1.74350595e+00  6.72117651e-01  4.47805834e+00 -9.60909665e-01
 -5.22761464e-01  2.08362746e+00  5.67464888e-01  4.76828605e-01]",Jovin
"[-5.32134827e+02  1.03689217e+02  1.20647335e+01  3.48215294e+01
  3.95427971e+01  2.55171943e+00 -9.07711506e+00 -1.04975777e+01
 -1.04193029e+01 -2.41270852e+00 -1.59147463e+01 -5.41958141e+00
 -7.05580711e+00 -7.73947620e+00  4.10958052e+00  2.49586582e+00
 -1.28582497e+01  4.92360783e+00  1.00455742e+01 -5.00282335e+00
 -9.10555935e+00  4.28373384e+00 -1.27438411e-01 -2.53545475e+00
 -2.54401875e+00  6.10222054e+00  3.25052094e+00 -4.96377420e+00
 -5.39509439e+00  4.26820421e+00  5.88298464e+00  3.18043202e-01
  3.83522797e+00  1.86234128e+00  1.03612530e+00 -3.52977097e-01
  1.86464274e+00  5.01674223e+00 -2.51308590e-01 -2.06431127e+00]",Jovin
"[-5.0512344e+02  1.1671328e+02  2.1164015e+01  2.3477699e+01
  2.9357380e+01  6.6786819e+00 -2.6431293e+01 -5.3141575e+00
 -1.4454268e+01 -1.6829607e+01 -1.2552991e+01 -1.6843749e+00
 -1.3275083e+01 -6.9519882e+00  4.7107053e+00  8.1343085e-01
 -2.7613472e+01  1.0941617e+01  1.1311269e+01 -2.0198379e+00
 -1.1023683e+01  6.3388042e+00 -2.2571099e+00  3.9261401e+00
 -3.6209290e+00  3.0615494e-01  4.6965256e+00  1.7756741e+00
 -6.5989594e+00  1.4960462e+00  2.0201614e+00  2.1806078e+00
  4.6707149e+00 -3.4909959e+00 -1.6814796e+00  3.5912371e+00
 -5.9773741e+00 -4.7969836e-01  8.1333369e-01 -2.3281393e+00]",Jovin
"[-5.42416443e+02  1.05692505e+02 -3.59278846e+00  3.90804329e+01
  4.04499779e+01  2.36552906e+00 -6.80743217e+00 -5.15219355e+00
 -5.61514235e+00  4.69480705e+00 -1.22573891e+01 -1.22706032e+01
 -1.39902201e+01  1.44864964e+00  1.06682169e+00 -1.11303320e+01
 -1.42754354e+01  1.24708824e+01  1.00756025e+01 -6.72608185e+00
 -1.21698141e+01  8.06956387e+00  4.07671928e+00 -5.62302256e+00
 -1.90766418e+00  3.60457850e+00 -4.94085997e-01 -6.59466553e+00
 -6.76137257e+00  1.18939495e+00  6.44222593e+00 -5.30253947e-01
  2.27244186e+00  4.29241180e-01  1.85693431e+00  3.01478815e+00
 -2.79565358e+00 -7.64026046e-01  2.02279866e-01 -5.61556625e+00]",Jovin
"[-4.9563748e+02  1.5008321e+02 -1.8977385e+01  2.3726091e+01
  4.1191635e+01 -3.6378100e+00 -7.0311065e+00 -1.7512650e+01
 -2.6030449e+01 -5.2534833e+00 -8.7782278e+00 -1.5523551e+01
 -9.1381445e+00 -7.5883236e+00  3.4708266e+00 -8.5648483e-01
 -2.1501556e+01  2.2511377e+00  1.9208227e+01  2.3864977e+00
 -1.2996731e+01  1.5679787e+00  3.2588214e-01 -6.3523426e+00
 -2.3955610e+00  4.5312586e+00  5.3486967e+00 -6.5942349e+00
 -6.2669201e+00  8.1354122e+00  7.1977038e+00 -3.2752914e+00
  2.7923141e+00  5.5694280e+00  2.9873393e+00 -1.1587739e+00
  8.4366459e-01  1.4006656e+00  4.2984534e-02 -2.1320472e+00]",Jovin
"[-5.02389679e+02  1.52818741e+02  6.73035097e+00  2.47773323e+01
  1.70483646e+01 -5.61260414e+00  7.92008543e+00 -5.98743725e+00
 -2.46425343e+01 -1.54121363e+00 -2.81417894e+00 -1.18554630e+01
 -1.42134485e+01 -1.11083155e+01  3.07540679e+00 -1.45170355e+01
 -2.06953659e+01  6.07610464e+00  6.64225960e+00 -1.68284118e+00
 -2.37664938e+00 -2.27179989e-01 -7.48375702e+00 -6.60620260e+00
 -3.92099452e+00  5.30880404e+00  1.03057730e+00 -1.13257713e+01
 -6.26726103e+00 -1.83559608e+00  1.05903423e+00  2.73194599e+00
  2.75494409e+00  2.06325603e+00  7.56558704e+00  2.13887405e+00
 -6.71730116e-02  4.26183510e+00 -5.37969351e-01 -1.71851766e+00]",Jovin
"[-4.9705157e+02  1.0493628e+02  7.9983563e+00  1.7647646e+01
  3.5778671e+01  1.1096114e+01 -1.4967711e+01 -6.6363277e+00
 -1.8992744e+01  3.3811653e+00 -2.6294322e+00 -5.8734431e+00
 -2.4610395e+01  4.1366386e+00  2.9827020e+00 -3.6861906e+00
 -2.4508781e+01  4.3151636e+00  1.1218923e+01  1.7156556e+00
 -5.5912213e+00  1.4705608e+00 -3.7202222e+00 -2.3476357e+00
 -5.7067080e+00  2.7020884e+00 -4.3581424e+00 -1.6193439e+00
 -1.0503758e+01  2.4802194e+00  5.7773061e+00 -1.2005855e+00
  3.6453536e+00  3.0946319e+00 -3.8301544e+00 -1.2967312e-01
 -7.4606152e+00  7.4828452e-01 -2.3590178e+00 -8.0419916e-01]",Jovin
"[-5.13400085e+02  1.10674095e+02 -2.30633774e+01  2.18945541e+01
  2.37339306e+01  1.14574456e+00 -1.07307558e+01 -2.24930549e+00
 -1.15167351e+01  1.60778027e+01  5.77614725e-01 -4.92957735e+00
 -8.46414852e+00 -5.37292433e+00  4.79381293e-01 -3.65322560e-01
 -1.25651970e+01  2.93331766e+00  1.58034029e+01  5.63222837e+00
 -8.71898937e+00  7.03319550e+00 -1.99384737e+00 -2.92121506e+00
  1.70978153e+00  4.16264248e+00  8.53648007e-01 -1.24836922e+00
 -8.29219913e+00  4.16740942e+00  6.60768890e+00 -2.64280748e+00
  3.34612966e+00  4.67871428e+00  2.67530441e+00  1.55996406e+00
 -2.69349504e+00  2.67145348e+00  7.75780110e-03 -2.81214571e+00]",Jovin
"[-4.7294739e+02  1.1857959e+02  2.8895423e+00  4.9890598e+01
  4.9619217e+01  2.6402470e-01 -1.0731632e+01 -1.1936887e+01
 -1.7899023e+01 -9.5126209e+00 -1.4792679e+01 -1.1272935e+01
 -2.2211575e+01 -1.6572836e+01  4.0798411e+00 -4.5373311e+00
 -2.6777906e+01  5.4357581e+00  1.5324093e+01 -9.8927441e+00
 -7.8175721e+00  4.3411269e+00 -7.1719389e+00 -9.8478813e+00
 -4.0763135e+00 -8.4623051e-01  5.7841867e-01 -6.6467667e+00
 -1.0313437e+01  2.1610433e-01  4.2077584e+00 -1.9340997e+00
 -2.0695195e+00 -7.3069763e-01 -7.9858094e-02  4.3514290e-01
 -6.4116073e-01  9.5075887e-01  1.8496300e+00  1.0792375e+00]",Jovin
"[-5.7658862e+02  1.3300893e+02  4.6688244e+01  1.4894614e+01
  7.4069638e+00  6.9952044e+00  1.0285755e+01  3.9742126e+00
 -1.1500227e+01 -1.5989953e+01 -1.6223814e+01 -7.3129382e+00
 -5.6803961e+00 -6.0028901e+00 -1.9309577e+00  1.4876895e+00
 -4.6359324e+00  2.2887106e+00  9.3496037e+00  9.5186494e-02
 -7.5884953e+00 -2.9029734e+00 -4.5852308e+00 -3.8699064e+00
  7.9209495e-01  1.5770863e+00 -2.0684698e+00 -4.7060270e+00
 -4.2890649e+00 -5.7562146e-02  2.4351773e+00 -1.2007116e+00
  1.9854983e+00  1.1436181e-01 -3.0888541e+00 -5.7611173e-01
  1.6216856e-01  8.2529491e-01 -1.0095712e+00 -4.2871827e-01]",Jovin
"[-5.0573584e+02  1.0430209e+02  5.7994766e+00  3.7437920e+01
  2.9923714e+01  7.9973760e+00 -2.9040582e+00 -1.0201330e+01
 -2.7562561e+01 -2.6231637e+00 -4.6694469e+00 -6.5099125e+00
 -1.7936813e+01 -8.2158470e+00  8.1363618e-01  1.4333415e+00
 -1.3595829e+01  5.5706153e+00  1.6060961e+01  1.8133212e+00
 -1.1988983e+01  5.1599073e+00  3.8085529e-01 -5.8726506e+00
 -5.2701726e+00  3.1972780e+00  1.1137692e+00 -2.5763655e+00
 -1.0805107e+01  6.6020403e+00  9.0738955e+00 -3.3476989e+00
  3.9257059e-01  5.2241268e+00 -6.5509945e-01 -4.6211842e-01
  8.4512180e-01  3.7870421e+00 -7.3582482e-01 -2.2674882e+00]",Jovin
"[-5.2558380e+02  1.5084987e+02  5.7870898e+00  3.6662052e+01
  2.9026440e+01 -1.7709124e-01 -2.4354847e-02 -1.5825207e+01
 -2.7254988e+01 -9.0666771e+00 -1.6732119e+01 -1.5393763e+01
 -1.3333675e+01 -1.4685995e+01  3.8231573e+00 -6.8067604e-01
 -2.3795183e+01  9.9965237e-02  1.7953142e+01  4.6538777e+00
 -9.8701973e+00 -6.2629712e-01 -4.5487971e+00 -5.5889845e+00
 -2.9937208e+00  8.6144596e-01  3.0856645e-01 -6.5022221e+00
 -6.7177196e+00  1.3956027e+00  4.8922787e+00 -3.0368392e+00
  4.9412961e+00  4.3229594e+00 -2.6820884e+00  9.5352843e-02
 -7.4799800e-01  2.8682694e+00 -1.6073208e+00 -1.9863713e+00]",Jovin
